university,region,gu,region_latitude,region_longitude,university_latitude,university_longitude,distance_km
광운대학교,미아동,강북구,37.6270831294021,127.027060776679,37.619379129478,127.058263354527,2.88
광운대학교,종암동,성북구,37.5990169781205,127.035217428043,37.619379129478,127.058263354527,3.04
광운대학교,회기동,동대문구,37.5907885967281,127.05537245757,37.619379129478,127.058263354527,3.19
광운대학교,휘경동,동대문구,37.5908553624267,127.065730507228,37.619379129478,127.058263354527,3.24
명지대학교,남가좌동,서대문구,37.5755473825402,126.919548350676,37.5803770223812,126.921348530876,0.56
명지대학교,북가좌동,서대문구,37.5780815956198,126.91039845202,37.5803770223812,126.921348530876,1.0
명지대학교,증산동,은평구,37.5843354894975,126.907030675078,37.5803770223812,126.921348530876,1.34
명지대학교,연희동,서대문구,37.5739100104158,126.935230751932,37.5803770223812,126.921348530876,1.42
명지대학교,홍은동,서대문구,37.5908908122788,126.933218715152,37.5803770223812,126.921348530876,1.57
명지대학교,중동,마포구,37.5716627632571,126.9055839139,37.5803770223812,126.921348530876,1.69
명지대학교,연남동,마포구,37.5644776141885,126.922023205508,37.5803770223812,126.921348530876,1.77
명지대학교,응암동,은평구,37.5963272964126,126.924109745075,37.5803770223812,126.921348530876,1.79
명지대학교,신사동,은평구,37.5949214743514,126.908475948726,37.5803770223812,126.921348530876,1.98
명지대학교,성산동,마포구,37.5628827605386,126.909284812172,37.5803770223812,126.921348530876,2.22
명지대학교,신촌동,서대문구,37.5651616940517,126.93927687604,37.5803770223812,126.921348530876,2.31
명지대학교,상암동,마포구,37.5783209050877,126.894689433213,37.5803770223812,126.921348530876,2.36
명지대학교,봉원동,서대문구,37.5725932042939,126.946963866133,37.5803770223812,126.921348530876,2.42
명지대학교,수색동,은평구,37.5835205431622,126.893690338772,37.5803770223812,126.921348530876,2.46
명지대학교,홍제동,서대문구,37.585845800944,126.948725215733,37.5803770223812,126.921348530876,2.49
가천대학교,세곡동,강남구,37.4644437055761,127.106760267266,37.4512354999687,127.129394553358,2.48
가천대학교,율현동,강남구,37.470976512434,127.115817745643,37.4512354999687,127.129394553358,2.5
가천대학교,장지동,송파구,37.4785083981102,127.136582139995,37.4512354999687,127.129394553358,3.1
가천대학교,문정동,송파구,37.4847415034152,127.118267660547,37.4512354999687,127.129394553358,3.85
가천대학교,자곡동,강남구,37.4733903987968,127.092180565565,37.4512354999687,127.129394553358,4.11
가천대학교,수서동,강남구,37.4868187699686,127.105426218127,37.4512354999687,127.129394553358,4.49
가천대학교,내곡동,서초구,37.4582463131037,127.076916934729,37.4512354999687,127.129394553358,4.7
가천대학교,거여동,송파구,37.4969242257404,127.143310298223,37.4512354999687,127.129394553358,5.23
가천대학교,마천동,송파구,37.4960258496317,127.149903613068,37.4512354999687,127.129394553358,5.3
